latitude,longitude,status,angle,fuel,weight,velocity,imei,date_created
-3.942166,-38.713688,Movimento,4.010469,72,-1,30.401136,25,2021-08-18 06:52:55
-3.941848,-38.713451,Movimento,4.485494,72,-1,29.820498,25,2021-08-18 06:53:00
-3.941606,-38.713291,Movimento,6.462772,71,-1,31.922735,25,2021-08-18 06:53:05
-3.941217,-38.713032,Movimento,-7.023205,71,-1,32.511608,25,2021-08-18 06:53:11
-3.941019,-38.712849,Movimento,-2.752447,71,-1,24.020294,25,2021-08-18 06:53:16
-3.941071,-38.712517,Movimento,3.093127,69,-1,26.08753,25,2021-08-18 06:53:21
-3.941187,-38.712223,Movimento,-3.960823,68,-1,36.331055,25,2021-08-18 06:53:26
-3.941391,-38.711868,Movimento,7.143103,68,-1,36.499893,25,2021-08-18 06:53:31
-3.941552,-38.711254,Movimento,12.776588,69,-1,26.161655,25,2021-08-18 06:53:42
-3.941408,-38.710957,Movimento,-1.034977,69,-1,22.764303,25,2021-08-18 06:53:47
-3.941542,-38.710632,Movimento,6.842374,70,-1,35.876015,25,2021-08-18 06:53:52
-3.94184,-38.710133,Movimento,6.892344,71,-1,45.487427,25,2021-08-18 06:53:58
-3.942031,-38.709785,Movimento,-7.215164,74,-1,42.024189,25,2021-08-18 06:54:03
-3.942275,-38.7094,Movimento,4.983594,72,-1,31.39975,25,2021-08-18 06:54:08
-3.942408,-38.709057,Movimento,12.934155,71,-1,32.744278,25,2021-08-18 06:54:13
-3.942275,-38.708603,Movimento,4.033495,69,-1,36.555485,25,2021-08-18 06:54:18
-3.942106,-38.708263,Movimento,-3.794298,70,-1,40.926746,25,2021-08-18 06:54:24
-3.942065,-38.707813,Movimento,9.075071,70,-1,32.610443,25,2021-08-18 06:54:29
-3.942065,-38.707813,Movimento,9.075071,70,-1,32.610443,25,2021-08-18 06:54:29
-3.94209,-38.7076,Movimento,10.104085,71,-1,14.555071,25,2021-08-18 06:54:34
-3.942122,-38.707581,Parado,8.882607,70,-1,3.100854,25,2021-08-18 06:54:39
-3.942192,-38.707581,Parado,8.28231,45,-1,0.609464,25,2021-08-18 06:55:03
-3.942168,-38.707558,Parado,8.412724,55,-1,0.685647,25,2021-08-18 06:55:09
-3.942178,-38.707596,Parado,8.241116,61,-1,1.52366,25,2021-08-18 06:55:14
-3.942187,-38.7076,Parado,8.150145,65,-1,1.863395,25,2021-08-18 06:55:19
-3.942171,-38.707596,Parado,8.441763,67,-1,0.726827,25,2021-08-18 06:55:24
-3.942149,-38.707581,Parado,8.191046,68,-1,1.472185,25,2021-08-18 06:55:29
-3.942124,-38.7076,Parado,8.285215,68,-1,0.321204,25,2021-08-18 06:55:35
-3.942124,-38.7076,Parado,8.285215,68,-1,0.321204,25,2021-08-18 06:55:35
-3.942129,-38.707596,Parado,8.279713,69,-1,1.076857,25,2021-08-18 06:55:40
-3.942108,-38.707607,Parado,8.332904,69,-1,1.087152,25,2021-08-18 06:55:45
-3.942119,-38.707596,Parado,8.351337,69,-1,0.37062,25,2021-08-18 06:55:50
-3.942123,-38.707596,Parado,8.473151,70,-1,0.776243,25,2021-08-18 06:55:55
-3.942134,-38.707592,Parado,8.148682,70,-1,0.636231,25,2021-08-18 06:56:01
-3.942146,-38.707584,Parado,7.980127,70,-1,0.181192,25,2021-08-18 06:56:06
-3.942151,-38.707573,Parado,8.300137,70,-1,0.893606,25,2021-08-18 06:56:11
-3.942166,-38.707581,Parado,8.321163,69,-1,1.603961,25,2021-08-18 06:56:16
-3.942167,-38.707581,Parado,8.101934,70,-1,0.607405,25,2021-08-18 06:56:21
-3.942157,-38.707581,Parado,8.102097,70,-1,0.232667,25,2021-08-18 06:56:27
-3.942145,-38.707584,Parado,8.326957,70,-1,0.749476,25,2021-08-18 06:56:32
-3.942132,-38.707584,Parado,8.072906,70,-1,1.391884,25,2021-08-18 06:56:37
-3.942147,-38.707607,Parado,8.072906,70,-1,3.222335,25,2021-08-18 06:56:42
-3.942137,-38.707592,Parado,8.072906,69,-1,2.194894,25,2021-08-18 06:56:47
-3.942143,-38.707581,Parado,8.072906,67,-1,0.743299,25,2021-08-18 06:56:53
-3.942123,-38.707504,Parado,8.072906,68,-1,3.881215,25,2021-08-18 06:56:58
-3.942153,-38.707466,Movimento,8.072906,70,-1,5.427524,25,2021-08-18 06:57:03
-3.942164,-38.707447,Parado,8.072906,70,-1,1.933401,25,2021-08-18 06:57:08
-3.942129,-38.707493,Parado,8.072906,70,-1,3.183214,25,2021-08-18 06:57:13
-3.942109,-38.707497,Parado,8.072906,70,-1,4.507151,25,2021-08-18 06:57:19
-3.942091,-38.707512,Parado,8.072906,70,-1,3.522949,25,2021-08-18 06:57:24
-3.942123,-38.707561,Parado,8.072906,71,-1,4.350667,25,2021-08-18 06:57:29
-3.942133,-38.707737,Movimento,8.072906,69,-1,13.371146,25,2021-08-18 06:57:34
-3.942142,-38.707954,Movimento,8.072906,70,-1,17.437672,25,2021-08-18 06:57:40
-3.942163,-38.708122,Movimento,8.072906,69,-1,18.269506,25,2021-08-18 06:57:45
